Place ID	Place Name	Place Owner	Location	Longitude	Latitude
8838	DONNYBROOK QUARRY VII - DRY STONE WALL	Heritage Victoria	Mitchell Shire, Mitchell Shire	144.97891	-37.50331
12970	DONNYBROOK STATION SITE	Heritage Victoria	DONNYBROOK ROAD DONNYBROOK, Whittlesea City	144.99246	-37.48562
12744	DONNYBROOK STONE WALL 4	Heritage Victoria	215 COOPER STREET DONNYBROOK, WHITTLESEA CITY	145.00901	-37.65187
31573	DONNYBROOK TROUGH	Heritage Victoria	285 DONNYBROOK ROAD MICKLEHAM, Hume City	144.91749	-37.54459
7550	DOOLEYS ROAD BUSHLAND RESERVE ALLUVIAL WORKINGS	Heritage Victoria	DOOLEYS ROAD SIMSON, CENTRAL GOLDFIELDS SHIRE	143.76798	-36.99701
10299	DOREEN 1, BOUNDARY RIDER'S COTTAGE	Heritage Victoria	830 BRIDGE INN ROAD DOREEN, Whittlesea City	145.12530	-37.60786
11544	DOREEN FEATURE 1	Heritage Victoria	995C YAN YEAN ROAD DOREEN, Whittlesea City	145.13519	-37.59523
11545	DOREEN FEATURE 2	Heritage Victoria	245R FLAXEN HILLS ROAD and 54W TIMBERTOP DRIVE DOREEN, Whittlesea City	145.13300	-37.59491
11542	DOREEN FEATURE 4	Heritage Victoria	 YAN YEAN ROAD DOREEN, Whittlesea City	145.13862	-37.59759
11543	DOREEN FEATURE 5	Heritage Victoria	995A YAN YEAN ROAD DOREEN, WHITTLESEA CITY	145.13872	-37.59760
14329	DOREEN HOMESTEAD 1	Heritage Victoria	285 COOKES ROAD DOREEN, Whittlesea City	145.13794	-37.59829
14333	DOREEN HOMESTEAD 2	Heritage Victoria	265 COOKES ROAD DOREEN, Whittlesea City	145.13390	-37.59870
14330	DOREEN LOADING RAMP	Heritage Victoria	285 COOKES ROAD DOREEN, WHITTLESEA CITY	145.13782	-37.59822
4636	DOROTHY TERRACE	Heritage Victoria	34 LULIE STREET ABBOTSFORD, Yarra City	144.99588	-37.79653
4790	DOROTHY TERRACE	Heritage Victoria	36 LULIE STREET ABBOTSFORD, Yarra City	144.99575	-37.79660
4797	DOROTHY TERRACE	Heritage Victoria	38 LULIE STREET ABBOTSFORD, Yarra City	144.99576	-37.79658
4798	DOROTHY TERRACE	Heritage Victoria	48 LULIE STREET ABBOTSFORD, Yarra City	144.99579	-37.79636
4811	DOROTHY TERRACE	Heritage Victoria	46 LULIE STREET ABBOTSFORD, Yarra City	144.99579	-37.79641
4814	DOROTHY TERRACE	Heritage Victoria	44 LULIE STREET ABBOTSFORD, Yarra City	144.99578	-37.79644
4829	DOROTHY TERRACE	Heritage Victoria	42 LULIE STREET ABBOTSFORD, Yarra City	144.99577	-37.79649
4830	DOROTHY TERRACE	Heritage Victoria	40 LULIE STREET ABBOTSFORD, Yarra City	144.99576	-37.79654
6365	DOUBLE CORNER COVE WHALING STATION	Heritage Victoria	LIGHTHOUSE STREET PORTLAND, Glenelg Shire	141.60942	-38.33655
6246	DOUBLE CORNER WHALING CAMPS	Heritage Victoria	 DUTTON WAY PORTLAND, Glenelg Shire	141.59868	-38.31947
9633	DOUGLAS HOUSE	Heritage Victoria	34-36 BLOCK PLACE MELBOURNE, MELBOURNE CITY	144.96439	-37.81527
8579	DOUGLAS LANE HOUSE RUIN	Heritage Victoria	DOUGLAS LANE HARCOURT, MOUNT ALEXANDER SHIRE	144.27764	-36.98685
26758	DOVE AND OSWALD FLOATING DOCK	Heritage Victoria	NELSON PLACE, BETWEEN THOMPSON AND ANN STREETS WILLIAMSTOWN, Hobsons Bay City	153.014	-27.5196
22430	Dover Road and John Street Precinct	Hobsons Bay City	33-35  Dover Road and 36-44 Dover Road and 3-37 John Street and 4-32  John Street  WILLIAMSTOWN, Hobsons Bay City	144.8977760	-37.8546840
744	DOVERS BUILDING	Heritage Victoria	7 DREWERY LANE MELBOURNE, Melbourne City	144.96381	-37.81110
9085	DOVERS BUILDING (1910)	Heritage Victoria	7 DREWERY LANE MELBOURNE, Melbourne City	144.96382	-37.81110
61685	Dowling house (former)	Moreland City	82 Major Road,Fawkner, Moreland City	144.9682090	-37.7072440
10772	DOWNEY'S SAWMILL	Heritage Victoria	CHINAMANS ROAD TANJIL BREN, BAW BAW SHIRE	146.20841	-37.80086
9885	DOWNIE STREET 1	Heritage Victoria	DOWNIE STREET MELBOURNE, MELBOURNE CITY	144.95574	-37.82029
9886	DOWNIE STREET 2	Heritage Victoria	DOWNIE STREET MELBOURNE, MELBOURNE CITY	144.95609	-37.82108
59120	Downs & Sons Rope and Cordage Works (Sampson Cordage Works)	Moreland City	64-72 Tinning Street  and  7-9 Cassells Road,Brunswick, Moreland City	144.9621370	-37.7670520
8578	DR BARKER'S HOUSE RUINS	Heritage Victoria	260 EAGLES ROAD HARCOURT, MOUNT ALEXANDER SHIRE	144.27052	-36.97431
8593	DR BARKERS LANE HOUSE SITE	Heritage Victoria	CALDER HIGHWAY HARCOURT, MOUNT ALEXANDER SHIRE	144.26241	-36.97422
6238	DR BYASS' COTTAGE	Heritage Victoria	CLIFF STREET, Glenelg Shire	141.60725	-38.34803
9677	DR MARTINS	Heritage Victoria	86-88 COLLINS STREET MELBOURNE, MELBOURNE CITY	144.97059	-37.81394
20068	Dr. Kilgour House	Greater Geelong City	16 Myers Street GEELONG, Greater Geelong City	144.3533020	-38.1500100
9918	DRAIN BETWEEN 130 & 132 FRANKLIN STREET	Heritage Victoria	FRANKLIN STREET MELBOURNE, MELBOURNE CITY	144.95861	-37.80846
9997	DRAIN OFF SPENCER STREET	Heritage Victoria	SPENCER STREET MELBOURNE, MELBOURNE CITY	144.95145	-37.81228
9054	DRAIN, LONSDALE STREET	Heritage Victoria	 LONSDALE STREET MELBOURNE, Melbourne City	144.95549	-37.81410
11835	DREDGE / SLUICE WORKINGS IN SLUDGE GULLY	Heritage Victoria	, Golden Plains Shire	143.56493	-37.65311
1229	DRESSING PAVILION	Heritage Victoria	THE ESPLANADE WILLIAMSTOWN, Hobsons Bay City	144.89416	-37.86802
13045	DREWS ROAD 1, CEMENT PIPE FACTORY	Heritage Victoria	OFF MARSHALLTOWN ROAD and MARSHALL STATION MARSHALL, Greater Geelong City	144.35443	-38.19983
13046	DREWS ROAD 2	Heritage Victoria	46-62 MARSHALLTOWN ROAD MARSHALL, GREATER GEELONG CITY	144.36266	-38.01896
13047	DREWS ROAD 3	Heritage Victoria	46-62 MARSHALLTOWN ROAD MARSHALL, GREATER GEELONG CITY	144.36260	-38.01892
10696	DRIFFIELD 1	Heritage Victoria	BRODRIBB ROAD  HAZELWOOD, LATROBE CITY	146.38079	-38.23902
10704	DRIFFIELD 10	Heritage Victoria	MORWELL-THORPDALE ROAD  DRIFFIELD, LATROBE CITY	146.28332	-38.27440
10705	DRIFFIELD 11	Heritage Victoria	PRINCES DRIVE  MORWELL, LATROBE CITY	146.38255	-38.23659
10706	DRIFFIELD 12	Heritage Victoria	125 YINNAR-DRIFFIELD ROAD  DRIFFIELD, LATROBE CITY	146.33231	-38.29282
10707	DRIFFIELD 13	Heritage Victoria	125 YINNAR-DRIFFIELD ROAD  DRIFFIELD, LATROBE CITY	146.33231	-38.29282
10709	DRIFFIELD 15	Heritage Victoria	BRODRIBB ROAD  HAZELWOOD, LATROBE CITY	146.35328	-38.24968
10710	DRIFFIELD 16	Heritage Victoria	MORWELL-THORPDALE ROAD  DRIFFIELD, LATROBE CITY	146.28504	-38.33220
10711	DRIFFIELD 17	Heritage Victoria	40 BUDGEREE ROAD  BOOLARRA, LATROBE CITY	146.29136	-38.38811
10713	DRIFFIELD 19	Heritage Victoria	STRZELECKI HIGHWAY  DRIFFIELD, LATROBE CITY	146.35504	-38.27017
10697	DRIFFIELD 2	Heritage Victoria	BRODRIBB ROAD  HAZELWOOD, LATROBE CITY	146.36020	-38.24161
10699	DRIFFIELD 4	Heritage Victoria	VARYS TRACK  and MCDONALDS TRACK DRIFFIELD, LATROBE CITY	146.29290	-38.25674
10700	DRIFFIELD 5	Heritage Victoria	TRARALGON WEST ROAD  TRARALGON, LATROBE CITY	146.49260	-38.17938
10701	DRIFFIELD 6	Heritage Victoria	BRODRIBB ROAD  HAZELWOOD, LATROBE CITY	146.34884	-38.24906
10702	DRIFFIELD 8	Heritage Victoria	395 MORWELL-THORPDALE ROAD  DRIFFIELD, LATROBE CITY	146.27987	-38.28569
10703	DRIFFIELD 9	Heritage Victoria	BIRD GULLY ROAD  DRIFFIELD, LATROBE CITY	146.27654	-38.27424
14340	DRIFFIELD AVENUE OF TREES	Heritage Victoria	OFF AMIETS ROAD  DRIFFIELD, LATROBE CITY	146.342	-38.264
263	DRILL HALL	Heritage Victoria	23A LYTTLETON STREET and FREDERICK STREET CASTLEMAINE, MOUNT ALEXANDER SHIRE	144.21789	-37.06425
6207	DRILL HALL	Heritage Victoria	26 BENTINCK STREET PORTLAND, GLENELG SHIRE	141.60684	-38.35225
8805	DROVERS HUT	Heritage Victoria	KOROROIT CREEK and WESTWOOD DRIVE and ARBOUR BOULEVARD MELTON, Melton Shire	144.75257	-37.74025
10060	DRUID'S HOUSE	Heritage Victoria	407-409 SWANSTON STREET MELBOURNE, MELBOURNE CITY	144.96319	-37.80895
22142	Drumcondra and Rippleside H.A.	Greater Geelong City	Drumcondra and Rippleside H.A.	144.355	-38.128
45116	DRUMMOND FORD	Heritage Victoria	O'DONNELLS ROAD LAURISTON, MACEDON RANGES SHIRE	144.33953	-37.23851
211	DRUMMOND TERRACE	Heritage Victoria	93-105 DRUMMOND STREET CARLTON, Melbourne City	144.96733	-37.80435
11653	DRY CREEK ALLUVIAL WORKINGS	Heritage Victoria	TALLANGAROOK ROAD and DRY CREEK ROAD ANCONA, Mansfield Shire	145.85576	-36.94350
10791	DRY CREEK-HARBINGER BATTERY AND MINE WORKINGS	Heritage Victoria	DRY CREEK JERICHO, Baw Baw Shire	146.32795	-37.64478
6406	DRY STONE FENCE - ELCHO ROAD	Heritage Victoria	400 ELCHO ROAD LOVELY BANKS, GREATER GEELONG CITY	144.33655	-38.02390
6429	DRY STONE FIELD WALL	Heritage Victoria	COLIBAN MAIN CHANNEL and CALDER HIGHWAY TARADALE, MOUNT ALEXANDER SHIRE	144.35214	-37.17181
8877	DRY STONE WALL	Heritage Victoria	210 VEARINGS ROAD EPPING, Whittlesea City	144.98988	-37.62574
11464	DRY STONE WALL	Heritage Victoria	2234-2302 WESTERN HIGHWAY ROCKBANK, MELTON SHIRE	144.65357	-37.72335
27450	DRY STONE WALL AND DRAIN	Heritage Victoria	HUME HIGHWAY KALKALLO, HUME CITY		
6425	DRY STONE WALL REMAINS	Heritage Victoria	CALDER HIGHWAY MALMSBURY, MACEDON RANGES SHIRE	144.36042	-37.16037
23817	DRY STONE WALL, DERRIMUT	Heritage Victoria	DOHERTYS ROAD DERRIMUT, Brimbank City	144.771	-37.8269
6417	DRY STONE WALLS	Heritage Victoria	915 MALMSBURY-METCALFE ROAD MALMSBURY, MACEDON RANGES SHIRE	144.40590	-37.18021
6427	DRY STONE WALLS	Heritage Victoria	SPRING CREEK ROAD TARADALE, MOUNT ALEXANDER SHIRE	144.36180	-37.14924
14008	DRY STONE WALLS	Heritage Victoria	25 VEARING ROAD EPPING, WHITTLESEA CITY	144.97242	-37.63037
21457	Drysdale Community Hall (former Methodist Sunday School)	Greater Geelong City	17 High Street DRYSDALE, Greater Geelong City	144.5698308	-38.1738841
21473	Drysdale Free Library	Greater Geelong City	18 High Street DRYSDALE, Greater Geelong City	144.5699243	-38.1737600
22143	Drysdale Heritage Area	Greater Geelong City	Drysdale Heritage Area		
21410	Drysdale Hotel	Greater Geelong City	8 Collins Street DRYSDALE, Greater Geelong City	144.5714165	-38.1725746
21553	Drysdale Railway Station	Greater Geelong City	2 Station Street DRYSDALE, Greater Geelong City	144.5586789	-38.1796027
21583	Drysdale State School	Greater Geelong City	52 Clifton Springs Rd DRYSDALE, Greater Geelong City	144.5719380	-38.1683980
8643	DRYSDALE STOCK POUND	Heritage Victoria	32 STATION STREET DRYSDALE, GREATER GEELONG CITY	144.56340	-38.18131
21552	Drysdale Weighbridge opp. 1-12	Greater Geelong City	1 Station Street DRYSDALE, Greater Geelong City	144.5585195	-38.1793151
13512	DRYSTONE WALL	Heritage Victoria	MOUNT MARY ROAD MELTON SOUTH, MELTON SHIRE	144.56	-37.79
13514	DRYSTONE WALL	Heritage Victoria	 SPRING HILL RD MELTON SOUTH, Melton Shire	144.56	-37.79
13516	DRYSTONE WALL	Heritage Victoria	 EYNESBURY ROAD MELTON SOUTH, Melton Shire	144.566	-37.7569
13517	DRYSTONE WALL 	Heritage Victoria	 EYNESBURY RD MELTON, Melton Shire	144.566	-37.7569
13518	DRYSTONE WALL	Heritage Victoria	 SPRING HILL RD MELTON SOUTH, Melton Shire		
12985	DRYSTONE WALL - GEELONG RAILWAY LINE	Heritage Victoria	OLD MELBOURNE ROAD LITTLE RIVER, WYNDHAM CITY	144.55886	-37.94086
14302	DRYSTONE WALL, MT DERRIMUT (2)	Heritage Victoria	324 MOUNT DERRIMUT ROAD DERRIMUT, BRIMBANK CITY	144.76756	-37.80395
23103	DRYSTONE WALL, RANKIN STREET	Heritage Victoria	RANKIN STREET  BEVERIDGE, Mitchell Shire	144.99	-37.48
6418	DRYSTONE WALLS COMPLEX	Heritage Victoria	 ROLLINSONS ROAD  and  BOUNDARY and  MALMSBURY-METCALFE ROAD MALMSBURY, Macedon Ranges Shire	144.39331	-37.16406
111783	DUCK PONDS LIME KILNS/ LIMEBURNERS BAY	Heritage Victoria	FORESHORE ROAD CORIO, GREATER GEELONG CITY	144.39738	-38.07424
9838	DUCKBOARD PLACE	Heritage Victoria	DUCKBOARD PLACE MELBOURNE, MELBOURNE CITY	144.97132	-37.81558
8811	DUDLEY FLATS	Heritage Victoria	FOOTSCRAY ROAD WEST MELBOURNE, MELBOURNE CITY	144.93428	-37.81154
146	DUDLEY HOUSE	Heritage Victoria	60 VIEW STREET BENDIGO, Greater Bendigo City	144.27601	-36.75691
44003	DUDLEY MINE	Heritage Victoria	BASS HIGHWAY DALYSTON, BASS COAST SHIRE	145.56549	-38.57485
56112	Dudley Street	Moreland City	1-19 & 2-22 Dudley Street, FITZROY NORTH, MORELAND CITY	144.953709	-37.808854
8860	DUDLEY STREET	Heritage Victoria	DOCKLANDS DRIVE DOCKLANDS, MELBOURNE CITY	144.93962	-37.81412
8622	DUFFY'S LIME KILN	Heritage Victoria	7 MERRYLANDS AVENUE PORTSEA, Mornington Peninsula Shire	144.73564	-38.32423
6108	DUFFY'S LIME KILN	Heritage Victoria	7 MERRYLANDS AVENUE PORTSEA, Mornington Peninsula Shire	144.73572	-38.32433
7559	DUFFYS GULLY ADJOINING PUDDLERS	Heritage Victoria	BENDIGO-MARYBOROUGH ROAD HAVELOCK, CENTRAL GOLDFIELDS SHIRE	143.79142	-36.96222
12376	DUGGANS LANE RUINS	Heritage Victoria	120 DUGGANS LANE LARA LAKE, Greater Geelong City	144.38167	-38.00078
7541	DUKE AND MAIN LEADS CONSOLS	Heritage Victoria	312 BET BET-BETLEY ROAD BETLEY, CENTRAL GOLDFIELDS SHIRE	143.79082	-36.92618
2309	DUKE AND ORR'S DRY DOCK	Heritage Victoria	SOUTH WHARF, MELBOURNE CITY	144.95342	-37.82457
5061	DUKE AND TIMOR DEEP LEAD GOLD MINE	Heritage Victoria	GRAND DUKE HISTORIC RESERVE TIMOR, Central Goldfields Shire	143.71343	-36.98223
7531	DUKE CONSOLIDATED MINE WORKINGS NO.1	Heritage Victoria	325 BET BET CREEK ROAD TIMOR, CENTRAL GOLDFIELDS SHIRE	143.70457	-36.98315
7532	DUKE CONSOLIDATED MINE WORKINGS NO.2	Heritage Victoria	HARD HILLS TRACK DUNOLLY, CENTRAL GOLDFIELDS SHIRE	143.70652	-36.97938
7540	DUKE EXTENDED COMPANY	Heritage Victoria	BET BET CREEK ROAD BET BET, CENTRAL GOLDFIELDS SHIRE	143.74904	-36.93888
7536	DUKE NO.1 COMPANY MINE WORKINGS	Heritage Victoria	90 TIMOR-BROMLEY ROAD TIMOR and HARD HILLS TRACK DUNOLLY, CENTRAL GOLDFIELDS SHIRE	143.71705	-36.96915
7762	DUKE OF CORNWALL	Heritage Victoria	VAUGHAN-CHEWTON ROAD FRYERSTOWN, MOUNT ALEXANDER SHIRE	144.25108	-37.13437
11874	DUKE OF CORNWALL CO	Heritage Victoria	909 BUNINYONG-MOUNT MERCER ROAD GRENVILLE, GOLDEN PLAINS SHIRE	143.88962	-37.72579
59103	Duke of Edinburgh Hotel	Moreland City	430 Sydney Road,Brunswick, Moreland City	144.9622020	-37.7678980
7161	DUKE OF EDINBURGH MINE WORKINGS	Heritage Victoria	831 LANDRIGANS ROAD CRAIGIE, CENTRAL GOLDFIELDS SHIRE	143.77042	-37.12582
11879	DUKE OF NORTHUMBERLAND CO.	Heritage Victoria	WYLIES ROAD GARIBALDI, GOLDEN PLAINS SHIRE	143.87591	-37.70855
9860	DUKE OF WELLINGTON	Heritage Victoria	142-148 FLINDERS STREET MELBOURNE, MELBOURNE CITY	144.97009	-37.81640
2760	DUKE OF WELLINGTON HOTEL	Heritage Victoria	142-148 FLINDERS STREET MELBOURNE, Melbourne City	144.97004	-37.81646
7499	DUKE UNITED GOLD MINING COMPANY	Heritage Victoria	80 BERGERS LANE TIMOR, CENTRAL GOLDFIELDS SHIRE	143.72686	-36.94643
14108	DUKELOWS & COBBLEDICKS STONE WALL	Heritage Victoria	COBBLEDICKS  FORD RESERVE, DUKELOWS ROAD, MOUNT COTTRELL , Wyndham City	144.58738	-37.81143
9639	DUMAS HOUSE	Heritage Victoria	294-296 COLLINS STREET MELBOURNE, MELBOURNE CITY	144.96438	-37.81591
7061	DUNACH FOREST P.R. HOMESTEAD	Heritage Victoria	OFF  OLD BALLARAT ROAD EVANSFORD, HEPBURN SHIRE	143.67792	-37.26233
10659	DUNBULBALANE POST OFFICE/STORE	Heritage Victoria	 MURRAY VALLEY HIGHWAY BURRAMINE, Moira Shire	145.59503	-36.09882
10869	DUNCANS HOTEL	Heritage Victoria	OVENS HIGHWAY POREPUNKAH, ALPINE SHIRE	146.91196	-36.70286
12824	DUNCANS ROAD PUMPHOUSE	Heritage Victoria	1040 DUNCANS ROAD WERRIBEE, WYNDHAM CITY	144.70788	-37.96314
1972	DUNEIRA	Heritage Victoria	8-10 OFFICER LANE MOUNT MACEDON, MACEDON RANGES SHIRE	144.59650	-37.37712
10448	DUNLOP HILL WORKINGS	Heritage Victoria	BOWEN STREET RUSHWORTH, CAMPASPE SHIRE	145.01522	-36.57459
11099	DUNLOP MINE	Heritage Victoria	41 BENDOC-DELEGATE ROAD BENDOC, East Gippsland Shire	148.94120	-37.13954
56886	Dunne's Building	Moreland City	436-442 Sydney Road,Coburg, Moreland City	144.9665290	-37.7429830
7819	DUNNS REEF WORKINGS	Heritage Victoria	DUNNS REEF TRACK MUCKLEFORD, MOUNT ALEXANDER SHIRE	144.10908	-37.04898
12982	DUNNSTOWN RAILWAY SIDING	Heritage Victoria	 OLD DUNNSTOWN-YENDON ROAD DUNNSTOWN, Moorabool Shire	143.96131	-37.58832
347	DUNOLLY COURT HOUSE	Heritage Victoria	BULL STREET DUNOLLY, Central Goldfields Shire	143.73320	-36.85748
344	DUNOLLY RAILWAY STATION	Heritage Victoria	MCDERMOTT ROAD DUNOLLY, Central Goldfields Shire	143.72986	-36.86420
345	DUNOLLY TOWN HALL	Heritage Victoria	83 BROADWAY DUNOLLY, Central Goldfields Shire	143.73171	-36.86015
10841	DUNROBIN	Heritage Victoria	BARTONS LANE LOY YANG, LATROBE CITY	146.59512	-38.24944
8645	DUNROBIN COTTAGE	Heritage Victoria	1335 QUEENSCLIFF ROAD SWAN BAY, Greater Geelong City	144.63461	-38.24282
113848	Dunrobin Homestead	Glenelg Shire	172 Barr's Road DUNROBIN, GLENELG SHIRE	141.3681	-37.54033
56768	Duplex	Moreland City	2-4 Langtree Avenue,Pascoe Vale South, Moreland City	144.9363250	-37.7501000
7656	DURDIDWARRAH ROAD DAM	Heritage Victoria	LEASE ROAD STEIGLITZ, GOLDEN PLAINS SHIRE	144.18828	-37.85082
7650	DURDIDWARRAH ROAD MINE	Heritage Victoria	STEIGLITZ-DURDIDWARRAH ROAD STEIGLITZ, GOLDEN PLAINS SHIRE	144.18207	-37.86397
7658	DURDIDWARRAH ROAD MINE 2	Heritage Victoria	STEIGLITZ-DURDIDWARRAH ROAD STEIGLITZ, GOLDEN PLAINS SHIRE	144.18938	-37.85108
7665	DURDIDWARRAH ROAD-HUT ROAD HISTORICAL ARTEFACT SCATTER	Heritage Victoria	STEIGLITZ ROAD STEIGLITZ, GOLDEN PLAINS SHIRE	144.18308	-37.89039
11881	DURHAM LEAD MINES	Heritage Victoria	55 SMARTS LANE and 250 SANDYS HILL ROAD DURHAM LEAD, BALLARAT CITY	143.88139	-37.68905
14311	DURLING HOMESTEAD	Heritage Victoria	 HAZELDEAN ROAD and  RODIER ROAD YARRAGON, Baw Baw Shire	146.05572	-38.21219
10238	DUTCHS BOAT SLIP	Heritage Victoria	COBB HIGHWAY ECHUCA, Campaspe Shire	144.75631	-36.12072
10974	DUTSON IRRIGATION SYSTEM	Heritage Victoria	LONGFORD-LETTS BEACH ROAD and 485 LONGFORD-LETTS BEACH ROAD and 555 LONGFORD-LETTS BEACH ROAD and 625 LONGFORD-LETTS BEACH ROAD and 58 DOWDS LANE LONGFORD, WELLINGTON SHIRE	147.15576	-38.17292
114782	DUTTON WAY AND MALSEED ST, ARTEFACT SCATTER, BOLWARRA	Heritage Victoria	DUTTON WAY and MALSEED ST BOLWARRA, GLENELG SHIRE		
6245	DUTTON WAY BOILING DOWN WORKS	Heritage Victoria	 DUTTON WAY PORTLAND, Glenelg Shire	141.59868	-38.31947
18291	Dwelling	Greater Geelong City	189 Bellerine St GEELONG, Greater Geelong City	144.3625750	-38.1562620
945	DWELLING	Heritage Victoria	8 GLENELG STREET PORTLAND, Glenelg Shire	141.60497	-38.35233
6733	DWYER CREEK SAWMILL	Heritage Victoria	 VICTORIA VALLEY ROAD VICTORIA VALLEY, Southern Grampians Shire	142.34665	-37.47588
74194	DWYERS COURT BLUESTONE HOUSE	Heritage Victoria	1 DWYER COURT RIDDELLS CREEK, MACEDON RANGES SHIRE	144.67	-37.45
6561	DYER PICNIC AREA	Heritage Victoria	  TONIMBUK, Cardinia Shire	145.67309	-37.94566
7096	DYKE MINE	Heritage Victoria	55 HENDERS ROAD BROOMFIELD, Hepburn Shire	143.90568	-37.37558
7087	DYKE NW MINE	Heritage Victoria	376 WEST BERRY ROAD ALLENDALE, Hepburn Shire	143.89695	-37.37188
9176	DYNON'S BUILDINGS	Heritage Victoria	63-65 HARDWARE LANE MELBOURNE, Melbourne City	144.96096	-37.81332
23239	DYSON H2 HOMESTEAD	Heritage Victoria	BALLARAT-BURRUMBEET ROAD ALFREDTON, BALLARAT CITY	143.803388	-37.549141
23244	DYSON ROAD H1 HOMESTEAD	Heritage Victoria	BALLARAT - BURRUMBEET ROAD CARDIGAN, BALLARAT CITY	143.77643	-37.53880
15551	E.P. Robinson WoolScourer	Greater Geelong City	13 Bridge Street NEWTOWN, Greater Geelong City	144.3363330	-38.1612760
8932	EAGLE ALLEY	Heritage Victoria	 EAGLE ALLEY MELBOURNE, Melbourne City	144.95472	-37.81292
4698	EAGLE HOUSE	Heritage Victoria	473 BOURKE STREET MELBOURNE, Melbourne City	144.95992	-37.81556
6809	EAGLEHAWK COMPANY	Heritage Victoria	WESTGATE ROAD ARMSTRONG, ARARAT RURAL CITY	142.86545	-37.21472
5187	EAGLEHAWK COURT HOUSE, MAGISTRATES COURT AND LOCK-UP	Heritage Victoria	1 SAILORS GULLY ROAD EAGLEHAWK, Greater Bendigo City	144.25088	-36.71679
7179	EAGLEHAWK DAM PUDDLER NO.1	Heritage Victoria	 GRAVES TRACKS ADELAIDE LEAD, Central Goldfields Shire	143.75019	-37.09565
7181	EAGLEHAWK GULLY ADIT NO.1	Heritage Victoria	 GRAVES TRACKS ADELAIDE LEAD, Central Goldfields Shire	143.74782	-37.09210
7182	EAGLEHAWK GULLY ADIT NO.2	Heritage Victoria	 OFF GRAVES TRACKS ADELAIDE LEAD, Central Goldfields Shire	143.74676	-37.09393
8334	EAGLEHAWK GULLY CHINESE CAMP	Heritage Victoria	ALLANS ROAD and REEFS STREET MALDON, MOUNT ALEXANDER SHIRE	144.07643	-36.98738
7452	EAGLEHAWK GULLY PUDDLER 1	Heritage Victoria	INGLEWOOD-SALISBURY ROAD INGLEWOOD, LODDON SHIRE	143.88082	-36.56351
7453	EAGLEHAWK GULLY PUDDLER 2	Heritage Victoria	INGLEWOOD-SALISBURY ROAD INGLEWOOD, LODDON SHIRE	143.88082	-36.56351
7183	EAGLEHAWK GULLY PUDDLER NO.2	Heritage Victoria	 OFF GRAVES TRACKS ADELAIDE LEAD, Central Goldfields Shire	143.74676	-37.09393
7184	EAGLEHAWK GULLY PUDDLER NO.3	Heritage Victoria	 NEAR MCKENZIES DRIVE ADELAIDE LEAD, Central Goldfields Shire	143.74711	-37.10383
8333	EAGLEHAWK GULLY TAILINGS DUMP	Heritage Victoria	ALLANS ROAD and REEF STREET MALDON, Mount Alexander Shire	144.07643	-36.98738
7180	EAGLEHAWK GULLY WESTERN DAM PUDDLER	Heritage Victoria	 GRAVES TRACK ADELAIDE LEAD, Central Goldfields Shire	143.74782	-37.09210
8335	EAGLEHAWK LIMITED CO	Heritage Victoria	ALLANS ROAD and REEF STREET MALDON, MOUNT ALEXANDER SHIRE	144.07643	-36.98738
7111	EAGLEHAWK MINE	Heritage Victoria	240 WRIGLEYS ROAD BROOMFIELD, Hepburn Shire	143.89083	-37.38809
2847	EAGLEHAWK TOWN HALL, MECHANICS INSTITUTE AND TWO HMVS NELSON CANNONS	Heritage Victoria	2A PEG LEG EAGLEHAWK, Greater Bendigo City	144.25133	-36.71717
8337	EAGLEHAWK UNION CO	Heritage Victoria	LOWTHER STREET MALDON, MOUNT ALEXANDER SHIRE	144.07229	-36.98229
121657	Eaglemont Shopping Centre	Banyule City	Silverdale Road from The Eyrie to Alandale Road EAGLEMONT, BANYULE CITY		
7076	EARL OF BEACONSFIELD MINE	Heritage Victoria	1330 DAYLESFORD-CLUNES ROAD SMEATON, Hepburn Shire	143.92381	-37.32417
21949	Earl of Charlemont Anchor	Greater Geelong City	7 Ewing Blyth Drive BARWON HEADS, Greater Geelong City	144.4926561	-38.2876889
8482	EARLY BATTERY SITE, SARNIA REEF	Heritage Victoria	22 HOLLIDAYS ROAD MANDURANG, Greater Bendigo City	144.28470	-36.81857
12892	EARLY BUILDING (SITE)	Heritage Victoria	98-100 MORELAND STREET FOOTSCRAY, Maribyrnong City	144.90539	-37.80502
12899	EARLY BUILDING (SITE)	Heritage Victoria	22 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90539	-37.80164
12900	EARLY BUILDING (SITE)	Heritage Victoria	26 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90532	-37.80180
12901	EARLY BUILDING (SITE)	Heritage Victoria	30 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90521	-37.80203
12902	EARLY BUILDING (SITE)	Heritage Victoria	49 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90513	-37.80396
12904	EARLY BUILDING (SITE)	Heritage Victoria	62-64 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90440	-37.80370
12905	EARLY BUILDING (SITE)	Heritage Victoria	65 WHITEHALL STREET FOOTSCRAY, Maribyrnong City	144.90506	-37.80442
12891	EARLY BUILDING SITE	Heritage Victoria	76 MORELAND STREET FOOTSCRAY, Maribyrnong City	144.90579	-37.80415
