Place ID	Place Name	Place Owner	Location	Longitude	Latitude
8265	OPHIR COMPANY	Heritage Victoria	SECOND STREET HEPBURN, Hepburn Shire	144.14237	-37.32913
8354	OPOSSUM GULLY ALLUVIAL WORKINGS	Heritage Victoria	SHELTONS ROAD and 52-56 SHELTONS ROAD KANGAROO FLAT, Greater Bendigo City	144.25239	-36.80735
11883	OPTIMUS CO	Heritage Victoria	SANDYS HILL ROAD DURHAM LEAD, BALLARAT CITY	143.88173	-37.69043
6307	ORANA DRIVE COTTAGE	Heritage Victoria	 ORANA DRIVE PORTLAND, Glenelg Shire	141.62162	-38.38288
12637	ORDE'S/OGDEN BROTHERS MILL	Heritage Victoria	 GLENYON-LITTLE HAMPTON  ROAD and  WOMBAT STATE FOREST LITTLE HAMPTON, Hepburn Shire	144.26719	-37.35326
12602	ORDE'S/OGDEN BROTHERS SAWMILLS	Heritage Victoria	 GLENYON-LITTLE HAMPTON ROAD and  WOMBAT STATE FOREST GLENLYON, Hepburn Shire	144.26838	-37.35238
1630	ORDERLY ROOM AND RESIDENCE	Heritage Victoria	KEPLER STREET and Part 197-205 Timor Street (Fronts Kepler Street) WARRNAMBOOL, Warrnambool City	142.47951	-38.38576
5010	ORIENTAL CLAIMS HYDRAULIC SLUICING SITE	Heritage Victoria	ORIENTAL CLAIMS HISTORIC AREA OMEO and  GREAT ALPINE ROAD OMEO, East Gippsland Shire	147.57378	-37.10781
6807	ORIENTAL COMPANY	Heritage Victoria	WALDERS ROAD WATCHEM, Buloke Shire	142.75988	-36.15001
104319	ORIENTAL COMPANY MINE	Heritage Victoria	DARLINGTON ROAD STAWELL, NORTHERN GRAMPIANS SHIRE	142.78	-37.04
112088	Oriental Company Mine, east and west side of Darlington Road, STAWELL	Northern Grampians Shire	Darlington Road STAWELL, NORTHERN GRAMPIANS SHIRE	142.78069	-37.04671
15144	Oriental Hotel (former)	Hobsons Bay City	55 Nelson Place WILLIAMSTOWN, Hobsons Bay City	144.9083351	-37.8643894
10910	ORIENTAL REEF WORKINGS	Heritage Victoria	Alpine Shire, Alpine Shire	147.00014	-36.76782
11046	ORIENTAL SLUICING CLAIMS	Heritage Victoria	 ORIENTAL CLAIMS HISTORIC AREA and  GREAT ALPINE ROAD OMEO, East Gippsland Shire	147.57414	-37.10808
10408	ORIGINAL KEMP'S HOMESTEAD COMPLEX LOCATION	Heritage Victoria	830 BRIDGE INN ROAD DOREEN, Whittlesea City	145.12530	-37.60786
897	ORMOND COLLEGE	Heritage Victoria	UNIVERSITY OF MELBOURNE AND 29-55 COLLEGE CRESCENT PARKVILLE, Melbourne City	144.96026	-37.79303
20312	Ormond Lodge	Greater Geelong City	75 Ormond Road GEELONG EAST, Greater Geelong City	144.3763180	-38.1596570
56899	Ormsby	Moreland City	11 The Grove,Coburg, Moreland City	144.9670940	-37.7513650
4666	ORNAMENTAL TRAMWAY OVERHEAD POLES	Heritage Victoria	VICTORIA PARADE, PEEL STREET, FITZROY STREET AND DANDENONG ROAD, YARRA CITY, MELBOURNE CITY, PORT PHILLIP CITY, STONNINGTON CITY, GLEN EIRA CITY	145.01949	-37.86289
4667	ORNAMENTAL TRAMWAY OVERHEAD POLES	Heritage Victoria	PALL MALL BENDIGO, Greater Bendigo City	144.28030	-36.75833
21950	Orungal Secondary Anchor - Barwon Heads Park( & 5 mtrs around)	Greater Geelong City	7 Ewing Blyth Drive BARWON HEADS, Greater Geelong City	144.4926561	-38.2876889
890	OSBORNE HOUSE	Heritage Victoria	454-458 VICTORIA STREET NORTH MELBOURNE, Melbourne City	144.95110	-37.80501
4789	OSBORNE HOUSE	Heritage Victoria	51 SWINBURNE STREET NORTH GEELONG, Greater Geelong City	144.35806	-38.11922
7635	OSBORNE HOUSE	Heritage Victoria	51 SWINBURNE STREET NORTH GEELONG, GREATER GEELONG CITY	144.35806	-38.11922
480	OSBORNE HOUSE	Heritage Victoria	40 NICHOLSON STREET FITZROY, Yarra City	144.97398	-37.80617
112654	OSBORNE HOUSE JETTY AND BOAT SHED / SWINBURNE BATHS	Heritage Victoria	SWINBURNE STREET NORTH GEELONG, GREATER GEELONG CITY	144.35927	-38.12013
10934	OSBORNE'S FLAT DIVERSION SLUICE	Heritage Victoria	MONGAN LANE OSBORNES FLAT, INDIGO SHIRE	146.88436	-36.31532
31358	OSTARA	Banyule City	102 Marshall Street IVANHOE, Banyule City	145.0473930	-37.7691530
18997	Otway Dairy (Rear)	Greater Geelong City	5 Gurr Street GEELONG EAST, Greater Geelong City	144.3751580	-38.1570080
6309	OTWAY STREET BARRACKS	Heritage Victoria	 OTWAY STREET PORTLAND, Glenelg Shire	141.59533	-38.34157
6311	OTWAY STREET POUND	Heritage Victoria	120 OTWAY STREET PORTLAND, Glenelg Shire	141.59048	-38.33995
19462	Outbuilding	Greater Geelong City	245 Malop Street GEELONG, Greater Geelong City	144.3686600	-38.1491070
44895	OUTTRIM CEMETERY	Heritage Victoria	120 OUTTRIM-INVERLOCH ROAD OUTTRIM, SOUTH GIPPSLAND SHIRE	145.77681	-38.51280
43996	OUTTRIM COAL MINE	Heritage Victoria	SOUTH GIPPSLAND HIGHWAY OUTTRIM, SOUTH GIPPSLAND SHIRE	145.76	-38.49
11910	OUTWARD BOUND CO.	Heritage Victoria	271 BUNINYONG-NAPOLEONS ROAD SCOTCHMANS LEAD, BALLARAT CITY	143.85304	-37.66731
12718	OUYEN MINERAL SANDS (OMS) - H1	Heritage Victoria	DINGO TANK ROAD OUYEN, MILDURA RURAL CITY	142.41216	-34.96454
12719	OUYEN MINING SANDS (OMS) - H2	Heritage Victoria	MANLY ROAD OUYEN, MILDURA RURAL CITY	142.41580	-34.95272
11498	OUYEN NORTH-WEST STATE SCHOOL SITE	Heritage Victoria	 NORTH WEST ROAD and  POOLES ROAD OUYEN, Mildura Rural City	142.24590	-35.01095
6765	OUYEN NORTHWEST STATE SCHOOL SITE	Heritage Victoria	1600 NORTH WEST ROAD OUYEN, Mildura Rural City	142.24844	-34.93027
11283	OVEN GULLY STONE OVEN	Heritage Victoria	Mt Alexander Shire, Mount Alexander Shire	144.22170	-37.17334
118	OVENS AND MURRAY HOSPITAL FOR THE AGED	Heritage Victoria	5 WARNERS ROAD BEECHWORTH, Indigo Shire	146.69264	-36.36638
56072	Overend Street	Moreland City	11-33 & 8-32 Overend Street, also 1-7 & 2-12 Church Street, 7, 8 Dorothy Street, 1-7 Lawrence Street, and 115-117 & 114-120 Stewart Street,Brunswick, Moreland City	144.9621370	-37.7670520
11537	OVERHEAD WATER TANK	Heritage Victoria	SPENCER STREET MELBOURNE, Melbourne City	144.95293	-37.81551
611	OVERNEWTON	Heritage Victoria	OVERNEWTON ROAD KEILOR, Brimbank City	144.82080	-37.70484
11581	OVERNEWTON GATEHOUSE	Heritage Victoria	804-804A OLD CALDER HIGHWAY KEILOR, Brimbank City	144.82040	-37.70942
518	OVOID SEWER AQUEDUCT OVER BARWON RIVER	Heritage Victoria	42 LEATHER STREET BREAKWATER and 91-97 TANNERY ROAD MARSHALL, GREATER GEELONG CITY	144.37360	-38.19195
10470	OWEN'S CASTLE	Heritage Victoria	20 JONES ROAD RUSHWORTH, Campaspe Shire	145.03239	-36.59539
579	OXFORD	Heritage Victoria	21 ISABELLA GROVE HAWTHORN, Boroondara City	145.01914	-37.82109
9988	OXFORD HOTEL (FORMER)	Heritage Victoria	427-433 SWANSTON STREET MELBOURNE, Melbourne City	144.96294	-37.80846
59027	Oxford House (Terrace)	Moreland City	48-68 Donald Street,Brunswick, Moreland City	144.9681100	-37.7581860
18538	OYO Flat	Greater Geelong City	3/240 Ryrie Street GEELONG, Greater Geelong City	144.3629200	-38.1504300
20608	OYO Flat	Greater Geelong City	1/240 Ryrie Street GEELONG, Greater Geelong City	144.3629200	-38.1504300
21981	OYO Flat	Greater Geelong City	2/240 Ryrie Street GEELONG, Greater Geelong City	144.3629200	-38.1504300
4159	OZONE HOTEL	Heritage Victoria	42 GELLIBRAND STREET QUEENSCLIFF, Queenscliffe Borough 	144.66127	-38.26872
21968	Ozone Memorial & Land within 5 metres	Greater Geelong City	 The Esplanade INDENTED HEAD, Greater Geelong City	144.7079150	-38.1337785
8627	OZONE PADDLE WHEELS	Heritage Victoria	Greater Geelong City, Greater Geelong City	144.71345	-38.13817
5439	PADDLE STEAMER GEM	Heritage Victoria	SWAN HILL PIONEER SETTLEMENT, MONASH DRIVE SWAN HILL, Swan Hill Rural City	143.56462	-35.34870
111687	Pair of Shops, 103-105 Napier Street, ST ARNAUD	Northern Grampians Shire	103-105 Napier Street ST ARNAUD, NORTHERN GRAMPIANS SHIRE	143.25548	-36.6135
120343	Pair of shops: 5-7 Julia Street	Glenelg Shire	5-7 Julia Street PORTLAND, GLENELG SHIRE	141.60553	-38.34867
12944	PAKENHAM CRICKET GROUND	Heritage Victoria	RACECOURSE ROAD PAKENHAM, CARDINIA SHIRE	145.493	-38.0774
11885	PAKENHAM FARM MACHINERY DUMP	Heritage Victoria	 RYAN ROAD and  PRINCES HIGHWAY PAKENHAM, Cardinia Shire	145.52552	-38.08068
13211	PAKENHAM NO.1 RESERVOIR	Heritage Victoria	WATERSIDE DRIVE PAKENHAM, CARDINIA SHIRE	145.50816	-38.05748
22173	Pakington St Commercial Heritage Area	Greater Geelong City	Pakington St Commercial Heritage Area		
21964	Pakington Street Methodist Church (former) now St Phillips Uniting Church	Greater Geelong City	178 Pakington  Street GEELONG WEST, Greater Geelong City	144.3482326	-38.1411415
16011	Pakington Village -  Shop  Empire Food	Greater Geelong City	109 (1) Pakington  Street GEELONG WEST, Greater Geelong City	144.3495890	-38.1322470
16014	Pakington Village - Shop	Greater Geelong City	4-5/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16016	Pakington Village - Shop	Greater Geelong City	6/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16018	Pakington Village - Shop	Greater Geelong City	9/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16019	Pakington Village - Shop	Greater Geelong City	10/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16020	Pakington Village - Shop	Greater Geelong City	11/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16012	Pakington Village Shop	Greater Geelong City	2-3/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16017	Pakington Village Shop	Greater Geelong City	7-8/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16021	Pakington Village Shop	Greater Geelong City	12/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16022	Pakington Village shop	Greater Geelong City	13/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
16023	Pakington Village Shop	Greater Geelong City	14/109-113 Pakington  Street GEELONG WEST, Greater Geelong City	144.3485330	-38.1384150
20039	Palais Royal Pictures	Greater Geelong City	297 Moorabool Street GEELONG, Greater Geelong City	144.3578830	-38.1541120
1115	PALAIS THEATRE	Heritage Victoria	14 LOWER ESPLANADE ST KILDA, Port Phillip City	144.97583	-37.86768
59093	Palm Avenue Hotel	Moreland City	84-96 Sydney Road,Coburg, Moreland City	144.9647960	-37.7528330
13894	PALM SPRINGS ESTATE	Heritage Victoria	1351-1383 WESTERN HIGHWAY RAVENHALL, MELTON SHIRE	144.73091	-37.75733
8847	PALMERS ROAD 1 - BLUESTONE FOUNDATIONS	Heritage Victoria	280 PALMERS ROAD TRUGANINA, Wyndham City	144.75313	-37.82901
12029	PANDORA CO	Heritage Victoria	175 TANNERY STREET SCARSDALE, Golden Plains Shire	143.64797	-37.64910
6435	PANELLI MINER'S COTTAGE COMPLEX	Heritage Victoria	51 CYPRESS DRIVE TARADALE, MOUNT ALEXANDER SHIRE	144.33779	-37.13139
7654	PARADISE MILL	Heritage Victoria	GERMAN TRACK BLAKEVILLE, MOORABOOL SHIRE	144.25126	-37.49932
108245	Paradise Public Hall, Raeburns Road, PARADISE	Northern Grampians Shire	Raeburns Road PARADISE, NORTHERN GRAMPIANS SHIRE	143.10073	-36.83073
108246	Paradise Uniting Church, Raeburns Road, PARADISE	Northern Grampians Shire	Raeburns Road PARADISE, NORTHERN GRAMPIANS SHIRE	143.10073	-36.83073
43405	PARDINGTON HOUSE	Heritage Victoria	50-52 MITCHELL STREET NORTHCOTE, DAREBIN CITY	145.00	-37.77
6428	PARK BRIDGE, PETHYBRIDGES ROAD	Heritage Victoria	 PETHYBRIDGES ROAD TARADALE, Mount Alexander Shire	144.36430	-37.14270
1060	PARK HOUSE	Heritage Victoria	352 MORAY STREET SOUTH MELBOURNE, Port Phillip City	144.96527	-37.83774
11978	PARK MINE / BAND OF HOPE	Heritage Victoria	RUSSELL STREET NEWINGTON, Ballarat City	143.82175	-37.56614
109981	Park or Garden Precinct; 24 Gray Street, BRUNSWICK	Moreland City	24 Gray Street,BRUNSWICK	144.9526360	-37.7743290
56073	Park Street	Moreland City	705-823 Park Street BRUNSWICK, MORELAND CITY	144.959365	-37.777753
5155	PARK TERRACE	Heritage Victoria	140-144 BARNARD STREET BENDIGO, Greater Bendigo City	144.27696	-36.75331
4430	PARK VIEW	Heritage Victoria	512-518 RACECOURSE ROAD FLEMINGTON, Moonee Valley City	144.92318	-37.78720
20724	Parker Iron Merchant Store (former)	Greater Geelong City	10 Shorts Place North GEELONG, Greater Geelong City	144.3597324	-38.1480968
6176	PARKERS LIME KILNS	Heritage Victoria	 PARKERS ROAD PORTLAND WEST, Glenelg Shire	141.47859	-38.34788
2829	PARKVILLE POST OFFICE AND QUARTERS	Heritage Victoria	69-73 FITZGIBBON STREET PARKVILLE and 27-37 BAYLES STREET PARKVILLE, Melbourne City	144.95662	-37.79456
802	PARLIAMENT HOUSE (INCLUDING GROUNDS, WORKS AND FENCES)	Heritage Victoria	110-160 SPRING STREET and 1-11 GISBORNE STREET MELBOURNE, Melbourne City	144.97415	-37.81085
190	PARLINGTON	Heritage Victoria	46 PARLINGTON STREET CANTERBURY, Boroondara City	145.06265	-37.81730
593	PARMA HOUSE	Heritage Victoria	128 MAIN ROAD HEPBURN SPRINGS, Hepburn Shire	144.13849	-37.31111
13661	PARSONS BOATSHED, SLIPWAY AND JETTY	Heritage Victoria	 DOVER LANE  and  THE STRAND WILLIAMSTOWN, Hobsons Bay City	144.901	-37.8541
312	PART OF FORMER FOY AND GIBSON COMPLEX	Heritage Victoria	79-93 OXFORD STREET COLLINGWOOD, Yarra City	144.98442	-37.80427
313	PART OF FORMER FOY AND GIBSON COMPLEX	Heritage Victoria	68-158 OXFORD STREET 103-115 OXFORD STREET 107-131 CAMBRIDGE STREET 7 STANLEY STREET COLLINGWOOD, Yarra City	144.98464	-37.80293
314	PART OF FORMER FOY AND GIBSON COMPLEX	Heritage Victoria	95-101 OXFORD STREET COLLINGWOOD, YARRA CITY	144.98453	-37.80361
22454	Pasco Street Heritage Precinct	Hobsons Bay City	Pasco Street  and Railway Place  and Nelson Place WILLIAMSTOWN, Hobsons Bay City	144.9060340	-37.8636100
56719	Pascoe Vale Police Station (former)	Moreland City	562 Bell Street,Pascoe Vale South, Moreland City	144.9375000	-37.7380530
56716	Pascoe Vale South Post Office	Moreland City	366-388 Bell Street,Pascoe Vale South, Moreland City	144.9462038	-37.7392362
2823	PASTORIA HOMESTEAD	Heritage Victoria	589 KYNETON-BAYNTON ROAD PASTORIA, Macedon Ranges Shire	144.52911	-37.22231
12652	PATCHEWOLLOCK ORIGINAL TOWN SITE	Heritage Victoria	181 HOPETOUN-PATCHEWOLLOCK ROAD PATCHEWOLLOCK, YARRIAMBIACK SHIRE	142.20076	-35.37527
920	PATCHEWOLLOCK RAILWAY STATION COMPLEX	Heritage Victoria	MAIN STREET PATCHEWOLLOCK, Yarriambiack Shire	142.18983	-35.38358
8310	PATCHY FLAT PUDDLER	Heritage Victoria	1292 EAGLEHAWK-NEILBOROUGH ROAD SEBASTIAN, GREATER BENDIGO CITY	144.24767	-36.60259
7341	PATCHY HILL AND FLAT	Heritage Victoria	TULLAROOP TRACK MARYBOROUGH, CENTRAL GOLDFIELDS SHIRE	143.74290	-36.89306
11313	PATTEN'S REEF CHIMNEY	Heritage Victoria	Mt Alexander Shire, Mount Alexander Shire	144.21560	-37.19830
11312	PATTEN'S REEF CHIMNEY BASE (1)	Heritage Victoria	Mt Alexander Shire, Mount Alexander Shire	144.21802	-37.19513
11314	PATTEN'S REEF CHIMNEY BASE (2)	Heritage Victoria	Mt Alexander Shire, Mount Alexander Shire	144.22049	-37.19134
11315	PATTEN'S REEF TWO CHIMMNEY BASES	Heritage Victoria	Mt Alexander Shire, Mount Alexander Shire	144.22134	-37.19118
5379	PATTERSON MEMORIAL DRINKING FOUNTAIN	Heritage Victoria	CORNER BARKER AND MOSTYN STREETS CASTLEMAINE, Mount Alexander Shire	144.21700	-37.06584
13843	PATTERSON'S FERRY	Heritage Victoria	 SPENCER STREET MELBOURNE and  CLARENDON STREET SOUTHBANK, Melbourne City	144.956	-37.8231
27964	PAVED DAM H1	Heritage Victoria	HUME HIGHWAY KALKALLO, HUME CITY		
4371	PAVILION CLASSROOM	Heritage Victoria	JORY STREET & OLD NORADJUHA ROAD NATIMUK, Horsham Rural City	141.95080	-36.74122
10258	PAYNE HOUSE	Heritage Victoria	BEACONSFIELD-EMERALD ROAD, Cardinia Shire	145.38273	-38.03122
9327	PB CURTAIN WOOLSTORE	Heritage Victoria	666-668 BOURKE STREET MELBOURNE, Melbourne City	144.95393	-37.81630
112277	Peace Memorial, Grampians Road, STAWELL	Northern Grampians Shire	Grampians Road STAWELL, NORTHERN GRAMPIANS SHIRE	142.74553	-37.05967
43380	PEACOCK INN	Heritage Victoria	210 HIGH STREET NORTHCOTE, DAREBIN CITY	144.99823	-37.77408
8307	PEARCES DISTILLERY	Heritage Victoria	EAGLEHAWK-NEILBOROUGH ROAD NEILBOROUGH, GREATER BENDIGO CITY	144.23229	-36.59502
8494	PEARL CO. MINE SHAFT (NEW CHUM REEF).	Heritage Victoria	Greater Bendigo City, Greater Bendigo City	144.25022	-36.74160
8495	PEARL CO. SOUTH SHAFT (NEW CHUM REEF).	Heritage Victoria	Greater Bendigo City, Greater Bendigo City	144.25022	-36.74160
8520	PEARL EAST SHAFT	Heritage Victoria	Greater Bendigo City, Greater Bendigo City	144.25314	-36.73924
8374	PEEL SHAFT	Heritage Victoria	CONNELLYS ROAD MANDURANG, Greater Bendigo City	144.27298	-36.81480
12660	PEET DSW 1	Heritage Victoria	455 CRAIGIEBURN ROAD YUROKE, HUME CITY	144.90080	-37.59810
7236	PEG LEG GULLY NO.1 PUDDLER	Heritage Victoria	 UNITED KINGDOM TRACK and  PIGEON TRACK and  LUCKNOW TRACK CARISBROOK, Central Goldfields Shire	143.77547	-37.01756
7237	PEG LEG GULLY NO.2 PUDDLER	Heritage Victoria	 UNITED KINGDOM TRACK ADELAIDE LEAD, Central Goldfields Shire	143.77418	-37.01309
7238	PEG LEG GULLY NO.3 PUDDLER	Heritage Victoria	 UNITED KINGDOM TRACK ADELAIDE LEAD, Central Goldfields Shire	143.77646	-37.01393
7239	PEG LEG GULLY NO.4 PUDDLER	Heritage Victoria	 UNITED KINGDOM TRACK ADELAIDE LEAD, Central Goldfields Shire	143.77854	-37.00938
8345	PEG LEG GULLY WORKINGS	Heritage Victoria	BELLS REEF ROAD MALDON, MOUNT ALEXANDER SHIRE	144.08462	-36.98081
4857	PELACO SIGN	Heritage Victoria	21-31 GOODWOOD STREET RICHMOND, Yarra City	144.99554	-37.81923
43392	PENDERS PARK	Heritage Victoria	48A PENDER STREET NORTHCOTE, DAREBIN CITY	145.00	-37.75
10597	PENINSULA ROAD GOLDFIELD	Heritage Victoria	ROAD 6 WARBURTON, YARRA RANGES SHIRE	145.82853	-37.68774
6357	PENINSULA, NORTH END	Heritage Victoria	 OFF CLIFF STREET PORTLAND, Glenelg Shire	141.62068	-38.35275
6358	PENINSULA, SOUTH END	Heritage Victoria	 OFF CLIFF STREET PORTLAND, Glenelg Shire	141.62068	-38.35275
7682	PENNYWEIGHT FLAT CEMETERY	Heritage Victoria	1 COLLES MOONLIGHT FLAT, MOUNT ALEXANDER SHIRE	144.23994	-37.06742
5463	PENNYWEIGHT FLAT CEMETERY	Heritage Victoria	1 COLLES ROAD MOONLIGHT FLAT, Mount Alexander Shire	144.24053	-37.06720
7127	PENROSE AND PARTY MINE	Heritage Victoria	GOVERNEMENT ROAD CRESWICK, HEPBURN SHIRE	143.87814	-37.40732
26894	PENSHURST PROTECTORATE SITE	Heritage Victoria	HAMILTON HIGHWAY and COX STREET and MARTIN STREET and BELL STREET PENSHURST, SOUTHERN GRAMPIANS SHIRE	142.28954	-37.87464
11931	PENTAGON CO	Heritage Victoria	269 PITFIELD-CRESSY ROAD PITFIELD, Golden Plains Shire	143.61689	-37.83983
61696	Peppercorn (Schinus molle var. areira)	Moreland City	37 (Outside) Josephine Street,Oak Park, Moreland City	144.9164150	-37.7191120
6893	PERCYDALE SLATE QUARRY	Heritage Victoria	 QUARRY TRACK PERCYDALE, Pyrenees Shire	143.37220	-37.05966
15117	Perfectus Airscrew Factory (former)	Hobsons Bay City	175 Mason Street NEWPORT, Hobsons Bay City	144.8681210	-37.8411020
31184	Peroomba House	Banyule City	80-82 Castle Street HEIDELBERG, Banyule City	145.0588870	-37.7593660
8276	PERRINS REEF WORKINGS	Heritage Victoria	4719 MIDLAND HIGHWAY DAYLESFORD, HEPBURN SHIRE	144.16075	-37.32056
10469	PERSERVERANCE BATTERY	Heritage Victoria	BATTERY LANE RUSHWORTH, Campaspe Shire	145.02589	-36.59487
10468	PERSERVERANCE CYANIDE WORKS	Heritage Victoria	BATTERY LANE RUSHWORTH, Campaspe Shire	145.02589	-36.59487
8100	PERSERVERANCE LEAD WORKINGS	Heritage Victoria	39 YOUNGS ROAD KYNETON, MACEDON RANGES SHIRE	144.38387	-37.23109
10471	PERSERVERANCE MINE	Heritage Victoria	37 JONES ROAD RUSHWORTH, Campaspe Shire	145.03700	-36.59605
6855	PERSERVERENCE ADIT	Heritage Victoria	PERCYDALE ROAD PERCYDALE, PYRENEES SHIRE	143.37408	-37.04790
7175	PERSERVERENCE CO.	Heritage Victoria	DEHNERTS ROAD DAISY HILL, CENTRAL GOLDFIELDS SHIRE	143.75709	-37.13063
7982	PERSEVERANCE CO. MINE	Heritage Victoria	24 HIGH STREET FRYERSTOWN, MOUNT ALEXANDER SHIRE	144.25314	-37.13801
104666	Perucci Shirts Pty Ltd Factory	Moreland City	2-6 Ballarat Street BRUNSWICK, MORELAND CITY		
12631	PETER AH SEN SAW MILL	Heritage Victoria	SPLITTERS RIDGE OMEO and TONGIO, East Gippsland Shire	147.67969	-37.14227
12671	PETER AH SEN SAWMILL	Heritage Victoria	 SPLITTERS RANGE TRACK TONGIO, East Gippsland Shire	147.67969	-37.14227
26569	Peter McCann Memorial	Greater Geelong City	51 Hyland Street FYANSFORD, Greater Geelong City	144.3107070	-38.1419120
8551	PETER THE GREAT DAM	Heritage Victoria	EAGLEHAWK-NEILBOROUGH ROAD and NAUGHTON TRACK EAGLEHAWK, GREATER BENDIGO CITY	144.27270	-36.68518
6909	PETERS DIGGINGS	Heritage Victoria	 GOWAR EAST ROAD and  MARCHANTS RD and  DUNNOLLY RD CARAPOOEE, Northern Grampians Shire	143.33968	-36.68505
6979	PETERS DIGGINGS (CARAPOOEE)	Heritage Victoria	HOWARD LANE KOOREH, NORTHERN GRAMPIANS SHIRE	143.38449	-36.66016
6910	PETERS DIGGINGS 2	Heritage Victoria	 GOWAR EAST ROAD and  MARCHANTS ROAD and  DUNNOLLY ROAD CARAPOOEE, Northern Grampians Shire	143.33778	-36.68701
10195	PETERS GULLY ALLUVIAL SINKINGS	Heritage Victoria	SPRING PLAIN TRACK ARGYLE, GREATER BENDIGO CITY	144.73630	-36.97790
10196	PETERS GULLY MINE SITE	Heritage Victoria	SPRING PLAIN TRACK ARGYLE, GREATER BENDIGO CITY	144.74263	-36.96426
12410	PETHYBRIDGE ROAD STONE WALL	Heritage Victoria	 PETHYBRIDGE ROAD MALMSBURY, Macedon Ranges Shire	144.38934	-37.15425
8144	PETHYBRIDGES ROAD BRIDGE	Heritage Victoria	PETHYBRIDGES ROAD TARADALE, Mount Alexander Shire	144.36990	-37.14679
8176	PETHYBRIDGES ROAD HUT SITE	Heritage Victoria	SPRING CREEK ROAD and PETHYBRIDGES ROAD TARADALE, Mount Alexander Shire	144.37760	-37.15034
8178	PETHYBRIDGES ROAD MINE TUNNEL SITE	Heritage Victoria	211 SPRING CREEK TARADALE, MOUNT ALEXANDER SHIRE	144.37473	-37.14708
8182	PETHYBRIDGES ROAD SHALLOW DIGGINGS	Heritage Victoria	 PETHYBRIDGES ROAD TARADALE, Mount Alexander Shire	144.36485	-37.14289
21364	Pevensey Park 2-10 	Greater Geelong City	2 Pevensey Crescent GEELONG, Greater Geelong City	144.3720764	-38.1497471
7881	PFEIFFER MINE	Heritage Victoria	HUMBLE ROAD and BASALT ROAD KOOROOCHEANG, Hepburn Shire	144.09510	-37.32618
22286	Phaup's Beach Hotel (former)	Hobsons Bay City	41 Twyford Street WILLIAMSTOWN, Hobsons Bay City	144.9010200	-37.8690790
8543	PHILLIPS GULLY ALLUVIAL WORKINGS	Heritage Victoria	 BOUNDARY ROAD EAGLEHAWK, Greater Bendigo City	144.31475	-36.56988
4967	PHILLIPS GULLY GOLD MINING PRECINCT	Heritage Victoria	BOUNDARY ROAD HUNTLY NORTH, Greater Bendigo City	144.31475	-36.56988
8311	PHILLIPS GULLY PUDDLING MILL	Heritage Victoria	 BOUNDARY ROAD EAGLEHAWK, Greater Bendigo City	144.31813	-36.56905
8168	PHILLIPS ROAD HOMESTEAD SITES	Heritage Victoria	 PHILLIPS ROAD TARADALE, Mount Alexander Shire	144.37223	-37.11188
12550	PHILLIPSON'S "ALBION" SAWMILL	Heritage Victoria	PHILLIPSON TRACK GLENLOGIE, ARARAT RURAL CITY	143.25945	-37.24794
56074	Phillipstown	Moreland City	357-419 & 310-400 Barkly Street, 129-143 & 128-172 Gold Street, 1-39 & 2-34 Gray Street, 1 Heller Street, 1-29 & 2-16 Hodgson Street, 1 Mayfield Avenue, 5-7 McKay Street, and 109-119 & 126-136 Union Street<br>Vincent Street<br>33-133, 30-114 Wilson Street,Brunswick, Moreland City	144.9621370	-37.7670520
11080	PHOB 1 CUTTINGS (PRINCES HWY-ORBOST-BRODRIBB 1)	Heritage Victoria	PRINCES HIGHWAY ORBOST, EAST GIPPSLAND SHIRE	148.49415	-37.70348
11092	PHOB 2 - (PRINCES HIGHWAY, ORBOST-BRODRIBB 2)	Heritage Victoria	PRINCES HIGHWAY ORBOST, EAST GIPPSLAND SHIRE	148.50158	-37.70591
11015	PHOENIX BATTERY SITE	Heritage Victoria	Alpine Shire, Alpine Shire	147.00911	-36.81469
113846	Phoenix Canariensis Hort Ex Chabaud Island Date Palm (3 in No.) Public Purpose Reserve	Glenelg Shire	Gawler Street and Glenelg Street PORTLAND, GLENELG SHIRE	141.60606	-38.35267
11758	PHOENIX CO	Heritage Victoria	748 LINTON-CARNGHAM ROAD SNAKE VALLEY, PYRENEES SHIRE	143.58830	-37.62413
10152	PHOENIX MINE	Heritage Victoria	BENDIGO-MURCHISON ROAD RUSHWORTH, Campaspe Shire	144.99596	-36.57430
31264	PHOLIOTA	Banyule City	23 Glenard Drive HEIDELBERG, Banyule City	145.0686470	-37.7642480
348	PHOLIOTA	Heritage Victoria	23 GLENARD DRIVE EAGLEMONT, Banyule City	145.06841	-37.76418
